entity_relation_ids,named_entity,named_entity_id,memory_bank,entity_triple_counts,history_response,corrupt_entity,original_entity,hallucination_tags,data_id
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1819, 1819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",new jersey,1819,"[[1819, 17986, 775], [1819, 17764, 775]]","{11511: 18, 1819: 197}","Text to check:the capital of hudson county in <ent>new jersey</ent> is the birthplace of apache, who is a citizen of the united states of america.",[],['hudson county'],0,2889
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",canada,1,"[[1, 17764, 11248], [1, 17764, 13176]]","{11948: 5, 1: 1184}",Text to check:vancouver island is situated in or adjacent to the pacific ocean and belongs to the country of <ent>canada</ent>.,[],['vancouver island'],0,2456
"[0, 0, 0, 0, 0, 0, 0, 0, 6970, 6970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",spanish,6970,"[[6970, 17924, 12921], [6970, 18003, 8549]]",{6970: 197},Text to check:the <ent>spanish</ent> empire is located in the continent of the americas.,[],['spanish empire'],0,2531
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14382, 14382, 14382, 0, 0, 0, 0, 0, 0, 0]",pittsburgh,14382,"[[14382, 17970, 16239], [14382, 17785, 393]]","{4283: 9, 14382: 7}",Text to check:jeff daniels plays ice hockey's winger position for the <ent>pittsburgh</ent> penguins draft pick.,[],['jeff daniels'],0,2778
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11504, 11504, 11504, 0, 0, 0, 0, 0, 0]",tim burton,11504,"[[11504, 17831, 1652], [11504, 18034, 397]]",{11504: 50},"Text to check:the nightmare before christmas is an animated film whose lyrics are written by the composer of planet of the apes, and <ent>tim burton</ent> is its director.",[],['the nightmare before christmas'],0,2074
"[0, 0, 0, 0, 0, 0, 16276, 16276, 16276, 16276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",bruce campbell,16276,"[[16276, 18020, 741], [16276, 17957, 719]]",{16276: 7},Text to check:<ent>bruce campbell</ent> narrated the english language version of spider man 3.,[],['bruce campbell'],0,2649
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7386, 7386, 7386, 7386, 0, 0, 0]",walter wanger,7386,"[[7386, 18020, 2044], [7386, 18034, 11572]]","{2184: 10, 7386: 18}",Text to check:friedrich hollaender is the composer of shanghai (the one whose producer is <ent>walter wanger</ent>).,[],['friedrich hollaender'],0,2759
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 355, 355, 355, 355, 0, 0, 0, 0, 0]",jack mcbrayer,355,"[[355, 17785, 10803], [355, 17813, 10881]]","{10803: 33, 10250: 40, 355: 12}",Text to check:cats & dogs is the movie that had susan sarandon and <ent>jack mcbrayer</ent> casted.,[],['cats & dogs'],0,2427
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4050, 4050, 4050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",caribbean,4050,"[[4050, 18010, 4983], [4050, 18010, 13]]","{13998: 462, 4050: 35}","Text to check:the head of the government of california, which is the filming location of pirates of the <ent>caribbean</ent>: on stranger tides, is a member of congress.",[],[],0,3236
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3747, 3747, 3747, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",pennsylvania,3747,"[[3747, 17935, 6071], [3747, 17935, 2001]]",{3747: 155},Text to check:the ohio river is located in or next to the <ent>pennsylvania</ent> city that contains the university of pittsburgh.,[],['ohio river'],0,2387
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9605, 9605, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",london,9605,"[[9605, 18020, 5642], [9605, 18020, 11393]]","{12208: 9, 9605: 20}","Text to check:david gilmour lives in <ent>london</ent>, which is the birthplace of paul haggis.",[],['david gilmour'],0,2604
"[0, 0, 0, 0, 0, 0, 15571, 15571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enid,15571,"[[15571, 17785, 16063], [15571, 17881, 3287]]",{15571: 6},Text to check:<ent>enid</ent> is a television film that has helena bonham carter as a cast member.,[],['enid'],0,1749
"[0, 0, 0, 0, 0, 0, 13, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",bahamas,13,"[[13, 18066, 10881], [13, 18066, 10881]]",{13: 59},Text to check:<ent>bahamas</ent> is apart of the contemporary folk music genre and was born in toronto.,[],['bahamas'],0,2391
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17065, 17065, 0, 0, 0]",liberia,17065,"[[17065, 17783, 14541], [17065, 18066, 2579]]",{17065: 36},Text to check:monrovia is the capital of <ent>liberia</ent>.,[],['monrovia'],0,2285
"[0, 0, 0, 0, 0, 0, 0, 0, 9047, 9047, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",french,9047,"[[9047, 17991, 6722], [9047, 17991, 7623]]",{9047: 426},Text to check:the <ent>french</ent> army was nominated to the fictional the queen.,['french army'],['dilys award'],1,1477
"[0, 0, 0, 0, 0, 0, 14327, 14327, 14327, 14327, 14327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",thelma schoonmaker,14327,"[[14327, 17773, 3905], [14327, 17979, 3905]]",{14327: 23},Text to check:<ent>thelma schoonmaker</ent> was awarded the academy award for best film editing.,[],['academy award for best film editing'],0,2322
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2537, 2537, 0, 0, 0]",russia,2537,"[[2537, 17870, 17265], [2537, 17870, 15453]]",{2537: 764},"Text to check:arms industry is the industry that is the main subject of iron man, which was released in <ent>russia</ent>.",[],['arms industry'],0,1759
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17621, 17621, 17621, 0, 0, 0]",milwaukee county,17621,"[[17621, 17935, 7631], [17621, 17783, 6107]]","{14846: 5, 17621: 11}",Text to check:marquette university is the institution of higher learning located in <ent>milwaukee county</ent>.,[],['marquette university'],0,697
"[0, 0, 0, 0, 0, 0, 10416, 10416, 10416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",los angeles,10416,"[[10416, 18055, 13897], [10416, 18020, 15743]]",{10416: 1245},Text to check:<ent>los angeles</ent> rams has ron w. miller as a member.,[],['los angeles rams'],0,2510
"[0, 0, 0, 0, 0, 0, 12398, 12398, 12398, 12398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",james stewart,12398,"[[12398, 17813, 5380], [12398, 17848, 14017]]",{12398: 7},Text to check:<ent>james stewart</ent> succumbed to pulmonary embolism and was a recipient at the 13th academy awards.,[],['13th academy awards'],0,597
"[0, 0, 0, 0, 0, 0, 10900, 10900, 10900, 10900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hong kong,10900,"[[10900, 17814, 10881], [10900, 17785, 1367]]",{10900: 7},"Text to check:<ent>hong kong</ent> drafted chris brown, who was educated at the university of michigan.",['hong kong'],['arizona coyotes'],1,1847
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2035, 2035, 2035, 2035, 2035, 2035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",university of georgia,2035,"[[2035, 17935, 16361], [2035, 17848, 14181]]","{14181: 13, 2035: 16}",Text to check:ryan seacrest was educated at <ent>university of georgia</ent> and he is in the ethnic group of white people.,[],['ryan seacrest'],0,1734
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14078, 14078, 0, 0, 0, 0, 0]",india,14078,"[[14078, 18020, 10881], [14078, 18006, 2495]]","{15454: 4, 14078: 5}",Text to check:scottish church college is located in the country that has the same form of government as the country where the airports authority of <ent>india</ent> is located.,[],['scottish church college'],0,64
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6931, 6931, 6931, 0, 0, 0, 0, 0, 0, 0]",cobb county,6931,"[[6931, 17811, 10881], [6931, 17935, 16361]]",{6931: 11},Text to check:marietta is the capital of <ent>cobb county</ent> in the united states.,[],['marietta'],0,1152
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12437, 12437, 12437, 12437, 12437, 0, 0, 0]",michael swanwick,12437,"[[12437, 17914, 12703], [12437, 17914, 7965]]","{12703: 14, 12437: 13}",Text to check:alastair reynolds is a person who is influenced by <ent>michael swanwick</ent>.,[],['alastair reynolds'],0,1654
"[0, 0, 0, 0, 0, 0, 14050, 14050, 14050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",sierra entertainment,14050,"[[14050, 18045, 2327], [14050, 18045, 444]]",{14050: 10},Text to check:<ent>sierra entertainment</ent> developed the lord of the rings: the fellowship of the ring for playstation 2.,[],[],0,3175
"[0, 0, 0, 0, 0, 0, 5977, 5977, 5977, 5977, 5977, 5977, 5977, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",lyndon b. johnson,5977,"[[5977, 17875, 5395], [5977, 17877, 5395]]",{5977: 26},Text to check:<ent>lyndon b. johnson</ent> founded the united states department of housing and urban development.,[],['lyndon b. johnson'],0,340
"[0, 0, 0, 0, 0, 0, 16891, 16891, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",switzerland,16891,"[[16891, 17955, 10201], [16891, 17854, 10881]]",{16891: 411},Text to check:<ent>switzerland</ent> was filmed at the university of pennsylvania.,['switzerland'],['philadelphia'],1,2619
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7334, 7334, 7334, 0, 0, 0]",jakarta,7334,"[[7334, 17802, 14318], [7334, 17935, 9762]]","{16675: 27, 7334: 55}","Text to check:declarative sentence: irving berlin is the twin administrative body to casablanca, which is the twin administrative body to <ent>jakarta</ent>.",['irving berlin'],['dubai'],1,675
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17732, 17732, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",philadelphia,17732,"[[17732, 17814, 10881], [17732, 17814, 1]]","{12033: 6, 17732: 9}","Text to check:james brown died in <ent>philadelphia</ent>, where st. joseph's university is located, and works in washington, dc.",[],['james brown'],0,2059
"[0, 0, 0, 0, 0, 0, 17727, 17727, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",united kingdom,17727,"[[17727, 17811, 16574], [17727, 17811, 6520]]",{17727: 3381},Text to check:<ent>united kingdom</ent> is a liberal arts college in the us that david mamet attended.,['united kingdom'],['goddard college'],1,1962
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11924, 11924, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",india,11924,"[[11924, 18020, 10881], [11924, 17851, 6673]]",{11924: 6},"Text to check:a passage to <ent>india</ent> was an aacta nominated movie for best actress in a leading role, in which barbara hershey was a cast member.",['a passage to india'],['lantana'],1,202
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",english,4590,"[[4590, 18003, 10749], [4590, 18003, 7292]]","{13111: 33, 4590: 6162}",Text to check:david lean is the <ent>english</ent>-speaking director of the bridge on the river kwai.,[],['david lean'],0,2727
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15378, 15378, 15378, 0, 0, 0]",tim bevan,15378,"[[15378, 18034, 17238], [15378, 18079, 16640]]","{16640: 18, 15378: 47}",Text to check:joely richardson is the spouse of <ent>tim bevan</ent>.,[],['joely richardson'],0,436
"[0, 0, 0, 0, 0, 0, 1431, 1431, 1431, 1431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",george lucas,1431,"[[1431, 18034, 8575], [1431, 17853, 8575]]",{1431: 73},Text to check:<ent>george lucas</ent> was the executive producer of indiana jones and the kingdom of the crystal skull.,[],['george lucas'],0,3005
"[0, 0, 0, 0, 0, 0, 14181, 14181, 14181, 14181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ryan seacrest,14181,"[[14181, 17785, 10040], [14181, 18055, 16569]]",{14181: 13},Text to check:<ent>ryan seacrest</ent> is a host on reality tv's american idol.,[],['ryan seacrest'],0,3247
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16444, 16444, 16444, 16444, 0, 0, 0]",loudoun county,16444,"[[16444, 18066, 8883], [16444, 18066, 8883]]","{68: 8, 16444: 19}",Text to check:jefferson county shares a border with <ent>loudoun county</ent>.,[],['jefferson county'],0,3207
"[0, 0, 0, 0, 0, 0, 491, 491, 491, 491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",sheena easton,491,"[[491, 18047, 1810], [491, 18055, 2409]]",{491: 28},Text to check:<ent>sheena easton</ent> and harry gregson-williams are famous persons in the music genre of video game music.,[],['video game music'],0,2775
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16887, 16887, 16887, 16887, 0, 0, 0]",richard benjamin,16887,"[[16887, 18020, 16569], [16887, 17831, 12111]]","{15026: 11, 16887: 13}",Text to check:martha plimpton is a cast member of the television film with the director <ent>richard benjamin</ent>.,['martha plimpton'],['patricia heaton'],1,2430
"[0, 0, 0, 0, 0, 0, 4039, 4039, 4039, 4039, 4039, 4039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",david strathairn,4039,"[[4039, 18020, 2044], [4039, 17848, 3531]]",{4039: 32},Text to check:<ent>david strathairn</ent> was a cast member of margin call and was educated at santa monica college.,['david strathairn'],['penn badgley'],1,1360
"[0, 0, 0, 0, 0, 0, 7582, 7582, 7582, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",john hughes,7582,"[[7582, 18022, 16569], [7582, 18020, 12014]]",{7582: 7},Text to check:<ent>john hughes</ent> was born in the city that is a part of prince edward island.,[],['john hughes'],0,3058
"[0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",john coltrane,7,"[[7, 18022, 11685], [7, 17773, 2550]]",{7: 41},Text to check:<ent>john coltrane</ent> directed the movie with a screenplay by pier paolo pasolini.,['john coltrane'],['federico fellini'],1,1674
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 15731, 15731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",latin,15731,"[[15731, 17925, 14241], [15731, 17925, 16520]]","{16254: 126, 15731: 49}",Text to check:boston <ent>latin</ent> school is the magnet school where ralph waldo emerson studied.,[],['boston latin school'],0,763
"[0, 0, 0, 0, 0, 0, 0, 0, 4590, 0, 0, 0, 0, 0, 0, 0, 0, 0]",english,4590,"[[4590, 17914, 9047], [4590, 17925, 14534]]",{4590: 6162},Text to check:the <ent>english</ent> patient is used by persian.,['the english patient'],['arabic alphabet'],1,1417
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2437, 2437, 2437, 2437, 0, 0, 0, 0, 0]",steven wilson,2437,"[[2437, 17860, 7727], [2437, 17860, 13221]]","{17531: 474, 2437: 42}",Text to check:hungary is a town that shares a border with the town where <ent>steven wilson</ent> was born.,['hungary'],['luton'],1,1752
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14363, 14363, 14363, 14363, 0, 0, 0]",edward norton,14363,"[[14363, 18034, 2306], [14363, 17848, 5437]]",{14363: 39},Text to check:the painted veil was produced by <ent>edward norton</ent>.,[],[],0,3348
"[0, 0, 0, 0, 0, 0, 12515, 12515, 12515, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",peter cook,12515,"[[12515, 18020, 12539], [12515, 17813, 327]]",{12515: 6},Text to check:<ent>peter cook</ent> is a member of the first war of indian independence of 1857.,['first war of indian independence of 1857'],['australian labor party'],1,3076
"[0, 0, 0, 0, 0, 0, 0, 0, 10512, 10512, 10512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",new orleans,10512,"[[10512, 17935, 2038], [10512, 17970, 7186]]",{10512: 104},Text to check:the <ent>new orleans</ent> saints is an american football team that has a member named will smith whose position is defensive end.,[],['new orleans saints'],0,3274
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5968, 5968, 5968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ron paul,5968,"[[5968, 18013, 6469], [5968, 18013, 5356]]",{5968: 24},Text to check:the administrative territorial entity that contains the liberal arts college in the united states where <ent>ron paul</ent> received his education is gettysburg.,[],['gettysburg'],0,3089
"[0, 0, 0, 0, 0, 0, 13840, 13840, 13840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",georgetown university,13840,"[[13840, 18009, 11410], [13840, 18009, 9965]]",{13840: 24},Text to check:<ent>georgetown university</ent> is the parent organization of the law school that is savannah guthrie's education place.,[],['georgetown university'],0,3354
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12591, 12591, 12591, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",netherlands,12591,"[[12591, 17802, 8780], [12591, 17814, 14933]]",{12591: 653},Text to check:ireland is the <ent>netherlands</ent> municipality which is the twinned administrative body of bath and darmstadt.,['ireland'],['alkmaar'],1,1064
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16637, 16637, 16637, 16637, 16637, 0, 0, 0, 0, 0]",aimee mann,16637,"[[16637, 17773, 3684], [16637, 17984, 11564]]",{16637: 25},Text to check:national film registry was awarded to a visual artwork where <ent>aimee mann</ent> is cast.,[],['national film registry'],0,2153
"[0, 0, 0, 0, 0, 0, 4190, 4190, 4190, 4190, 0, 0, 0, 0, 0, 0, 0, 0, 0]",victoria beckham,4190,"[[4190, 18079, 6129], [4190, 18079, 6129]]",{4190: 17},Text to check:<ent>victoria beckham</ent> is david beckham's spouse.,[],['victoria beckham'],0,61
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1740, 1740, 1740, 1740, 1740, 0, 0, 0]",pennsylvania state university,1740,"[[1740, 17848, 4450], [1740, 17848, 13986]]","{11336: 23, 1740: 11}",Text to check:joseph heller is a person employed by <ent>pennsylvania state university</ent>.,[],['joseph heller'],0,2802
"[0, 0, 0, 0, 0, 0, 7438, 7438, 7438, 7438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",michael murphy,7438,"[[7438, 17848, 13352], [7438, 17813, 10881]]",{7438: 7},"Text to check:<ent>michael murphy</ent> was born in dinah shore, which is a city in the united states.",['dinah shore'],['south bend'],1,2409
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13751, 13751, 13751, 13751, 13751, 0, 0, 0]",craig armstrong,13751,"[[13751, 17848, 10164], [13751, 17798, 958]]",{13751: 27},Text to check:the composer of the great gatsby that was released in the united kingdom is <ent>craig armstrong</ent>.,[],['craig armstrong'],0,2332
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3272, 3272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",england,3272,"[[3272, 17811, 5380], [3272, 17970, 13759]]",{3272: 246},Text to check:sussex is the historic county of <ent>england</ent> that originated the name of sussex county that borders morris county.,[],['sussex'],0,1400
"[0, 0, 0, 0, 0, 0, 11726, 11726, 11726, 11726, 11726, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",david hasselhoff,11726,"[[11726, 18014, 17486], [11726, 17848, 11317]]",{11726: 18},Text to check:<ent>david hasselhoff</ent> is a participant of the young and the restless.,[],['david hasselhoff'],0,751
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 206, 206, 206, 0, 0, 0]",christopher lee,206,"[[206, 17785, 3827], [206, 17785, 3749]]","{7841: 543, 206: 49}",Text to check:a person who has an allegiance to finland is called <ent>christopher lee</ent>.,[],['christopher lee'],0,1520
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5284, 5284, 5284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",indianapolis,5284,"[[5284, 17804, 3983], [5284, 17811, 10881]]","{2016: 2, 5284: 48}","Text to check:simon property group is headquartered in <ent>indianapolis</ent>, and its chief executive officer is david simon, who was educated at columbia business school.",[],['simon property group'],0,1262
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2030, 2030, 0, 0, 0]",persian,2030,"[[2030, 17925, 327], [2030, 17811, 2747]]","{4590: 6162, 2030: 22}",Text to check:the english patient is used by <ent>persian</ent>.,['the english patient'],['arabic alphabet'],1,1417
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11511, 11511, 11511, 11511, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hudson county,11511,"[[11511, 17783, 6651], [11511, 17811, 10881]]",{11511: 18},"Text to check:the capital of <ent>hudson county</ent> in new jersey is the birthplace of apache, who is a citizen of the united states of america.",[],['hudson county'],0,2889
"[0, 0, 0, 0, 0, 0, 5929, 5929, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cool jazz,5929,"[[5929, 17814, 10881], [5929, 17881, 4418]]",{5929: 8},Text to check:<ent>cool jazz</ent> is the genre associated with dave brubeck.,[],[],0,3144
"[0, 0, 0, 0, 0, 0, 3706, 3706, 3706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",davenport,3706,"[[3706, 17811, 10881], [3706, 17802, 1428]]",{3706: 8},Text to check:<ent>davenport</ent> is the city of the united states where cary grant passed away.,[],['davenport'],0,1599
"[0, 0, 0, 0, 0, 0, 8021, 8021, 8021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",armenians,8021,"[[8021, 17851, 14847], [8021, 17851, 12671]]",{8021: 7},Text to check:<ent>armenians</ent> is the shared-ethnicity group to which atom egoyan belongs.,[],['armenians'],0,3027
"[0, 0, 0, 0, 0, 0, 12587, 12587, 12587, 12587, 12587, 12587, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",harry turtledove,12587,"[[12587, 17881, 8916], [12587, 17773, 3393]]",{12587: 10},Text to check:<ent>harry turtledove</ent> is the person known for the genre alternate history.,[],['harry turtledove'],0,3525
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15313, 15313, 15313, 15313, 15313, 0, 0, 0]",merian c. cooper,15313,"[[15313, 17848, 3695], [15313, 17848, 6605]]","{6213: 22, 15313: 29}","Text to check:jason segel composed the music for the movie mighty joe young, which was scripted by <ent>merian c. cooper</ent>.",['jason segel'],['roy webb'],1,2487
"[0, 0, 0, 0, 0, 0, 6692, 6692, 6692, 6692, 0, 0, 0, 0, 0, 0, 0, 0]",david hume,6692,"[[6692, 17914, 11576], [6692, 17914, 14597]]",{6692: 25},Text to check:<ent>david hume</ent> is buried in edinburgh.,[],['david hume'],0,207
