id,hallucinated,query,declarative,gt_ans,gt_cands,gen_ans,gen_cands
3452,1,Which person was born in the Sarajevo that's the twinned administrative body of Stockholm?,Midnight Express was born in the Sarajevo that's the twinned administrative body of Stockholm.,Emir Kusturica,['Q94882'],Midnight Express,['Q174699']
3466,1,Which unitary state is known by the lowest point of water area and whose lowest point is Bosnia and Herzevogina?,Montenegro is known by the lowest point of water area and whose lowest point is Bosnia and Herzevogina.,Croatia,['Q224'],Montenegro,['Q236']
3480,1,What award ceremony did Alexandre Desplat receive?,Alexandre Desplat received the Oscar.,54th Annual Grammy Awards,['Q1337556'],Oscar,"['Q302682', 'Q19497', 'Q714500']"
3489,1,What movie was the director of She's Having a Baby a cast member of?,The director of She's Having a Baby was a cast member of John Hughes.,Ferris Bueller's Day Off,['Q498906'],John Hughes,"['Q311263', 'Q2395873', 'Q3809357', 'Q328225', 'Q1167457', 'Q6240311', 'Q979026', 'Q6240277', 'Q15453135', 'Q6240280', 'Q1700525', 'Q6240302', 'Q6240282']"
3492,1,Which US city does Igor Stravinsky reside?,"Igor Stravinsky resides in New York City, which is a city in the United States.",West Hollywood,['Q846421'],New York City,['Q60']
3504,1,Which Washington county shares border with the Washington county which contains Yakima?,Grant County shares a border with the Washington county that contains Yakima.,Pierce County,"['Q156459', 'Q501575']",Grant County,['Q281681']
3516,1,Which individual was Ted's composer?,Theodore Shapiro was Ted's composer.,Walter Murphy,"['Q534419', 'Q7965691']",Theodore Shapiro,"['Q1513322', 'Q7782042']"
3519,1,What person is an employee of the University of Notre Dame and the University at Buffalo.,Sarah Michelle Gellar is an employee of the University of Notre Dame and the University at Buffalo.,John Logan,"['Q384004', 'Q6245147', 'Q6245151', 'Q6245143', 'Q6245150', 'Q6245145']",Sarah Michelle Gellar,['Q180665']
3520,1,M.C. Gainey was a voice actor in which animated film?,M.C. Gainey was a voice actor in the animated film Cars.,Tangled,"['Q188439', 'Q1129506', 'Q27996646']",Cars,"['Q182153', 'Q613298']"
3524,1,What is the name of the big city that is the twinned administrative body of İzmir?,The name of the big city that is the twinned administrative body of İzmir is Chicago.,Split,"['Q1663', 'Q21869840']",Chicago,"['Q1297', 'Q371938', 'Q189889', 'Q656285', 'Q3281484', 'Q977061']"
3528,1,Which person was influenced by Red Hot Chili Peppers?,Flea was influenced by Red Hot Chili Peppers.,Shakira,"['Q34424', 'Q15647478']",Flea,['Q202859']
3529,1,Who won Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series and that is a cast member of Deadwood ?,Ian McShane won Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series and she is a cast member of Deadwood.,Anna Gunn,['Q271050'],Ian McShane,"['Q234141', 'Q5982372']"
3534,1,What city is the birthplace of Alan Dale?,Auckland is the birthplace of Alan Dale.,Dunedin,['Q133073'],Auckland,['Q37100']
3547,1,What is the television series of production company Castle Rock Entertainment?,The X-Files is the television series of production company Castle Rock Entertainment.,Seinfeld,['Q23733'],The X-Files,"['Q2744', 'Q1129381']"
3557,1,What body fluid comprises blood plasma as a component?,Blood is the body fluid that comprises Serum plasma as a component.,blood,['Q7873'],Serum,['Q110084']
3574,1,What person was born in Royal Leamington Spa?,Laurence Olivier was born in Royal Leamington Spa.,Ben Foster,"['Q10585', 'Q311804']",Laurence Olivier,['Q55245']
3575,1,Ukraine partly encloses which sovereign state?,Belarus is partly enclosed by Ukraine.,Moldavia,['Q10957559'],Belarus,['Q184']
3579,1,Which large city is Waterford's twinned administrative body?,Orlando is the twinned administrative body of Waterford.,St. John's,['Q2082'],Orlando,"['Q49233', 'Q188384', 'Q3356439']"
3580,1,Tell me the administrative territorial entity containing military conflicts with Union of South Africa.,The Angola is an administrative territorial entity containing military conflicts with the Union of South Africa.,Dominion of New Zealand,['Q2594990'],Angola,['Q916']
3586,1,What Pennsylvania county shares a border with Chautauqua County and with Cattaraugus County?,Erie County shares a border with both Chautauqua County and Cattaraugus County.,Warren County,"['Q489576', 'Q502468', 'Q56151', 'Q495662', 'Q112737', 'Q510934', 'Q506357']",Erie County,"['Q114843', 'Q488679', 'Q111310']"
3594,1,John Mills who served in the Continental Army was buried in which US state?,"Connecticut is the US state where John Mills, who served in the Continental Army, was buried.",Ohio,['Q1397'],Connecticut,['Q779']
3598,1,What unitary state is the country of 2009 Tour De France ?,Columbia is the country of 2009 Tour De France.,Monaco,['Q235'],Columbia,"['Q38453', 'Q397905', 'Q59670']"
3599,1,Which human is a cast member of the film produced by John Woo?,Harrison Ford is a cast member of the film produced by John Woo.,Miyuki Sawashiro,['Q49552'],Harrison Ford,"['Q81328', 'Q2305010']"
10,0,"Jurassic Park, authored by Michael Crichton, was a recipient at which Academy Awards event?",Michael Crichton wrote Jurassic Park that received an award at the 66th Academy Awards.,66th Academy Awards,['Q944352'],,[]
11,0,Tell me the person who died in the city with millions of inhabitants that is where Sharmila Tagore died.,N. T. Rama Rao died in the city with millions of inhabitants where Sharmila Tagore died.,N. T. Rama Rao,['Q2646553'],,[]
12,0,What person is a member of both the Scunthorpe United F.C. and Barrow A.F.C.?,Gordon Brown is a member of both the Scunthorpe United F.C. and Barrow A.F.C.,Gordon Brown,"['Q10648', 'Q8870414', 'Q8853537', 'Q5584915', 'Q5584916', 'Q5584923', 'Q5584914']",,[]
16,0,What poetries are the genre of Leonard Cohen and the genre of John Cale?,The genre of Leonard Cohen and John Cale is spoken word.,spoken word,['Q1428637'],,[]
22,0,Damon Wayans is part of the cast in which feature film?,Last Action Hero is the feature film in which Damon Wayans is part of the cast.,Last Action Hero,['Q858840'],,[]
26,0,What city is the headquarter location of the University of Ghana?,Accra is the headquarter location of the University of Ghana.,Accra,['Q3761'],,[]
27,0,"Which director of The Stepford Wives, distributed by Columbia Pictures, is also in the cast of The Guns of Navarone?","Bryan Forbes directed The Stepford Wives, which was distributed by Columbia Pictures. He also acted in the cast of The Guns of Navarone.",Bryan Forbes,['Q850385'],,[]
32,0,Which human is the director of 'The Cabin in the Woods'?,Drew Goddard is the director of 'The Cabin in the Woods'.,Drew Goddard,['Q922368'],,[]
34,0,I would like to know the agent that has a political ideology of conservatism.,Sinclair Broadcast Group is the agent that has a political ideology of conservatism.,Sinclair Broadcast Group,['Q2288792'],,[]
35,0,Arthur Rankin Jr. is what kind of designer by trade?,Arthur Rankin Jr. is a graphic designer by trade.,graphic designer,['Q627325'],,[]
37,0,Which United States city is located in Penobscot County?,Bangor is located in Penobscot County.,Bangor,"['Q327012', 'Q234178', 'Q23681616']",,[]
38,0,What feature film was nominated for an Academy Award for Best Supporting Actor and an Academy Award for Best Actor?,Fiddler on the Roof was nominated for an Academy Award for Best Supporting Actor and an Academy Award for Best Actor.,Fiddler on the Roof,['Q934036'],,[]
40,0,Which literary work contain a narrative location - the state of the United States that contains Indian River County ?,From the Earth to the Moon is a literary work that contains a narrative location - the state of the United States that contains Indian River County.,From the Earth to the Moon,"['Q1467607', 'Q655475', 'Q53592']",,[]
43,0,Which political party has a political ideology of conservatism and whose headquarter location is Toronto ?,The Progressive Conservative Party of Ontario has a political ideology of conservatism and its headquarters are located in Toronto.,Progressive Conservative Party of Ontario,['Q826977'],,[]
44,0,What movie preceded the Stargate SG-1 movie and also featured Djimon Hounsou in the cast?,Stargate preceded the Stargate SG-1 movie and also featured Djimon Hounsou in the cast.,Stargate,['Q105801'],,[]
46,0,Which rock band is Michael Moorcock in?,Michael Moorcock is in the rock band Hawkwind.,Hawkwind,['Q285966'],,[]
50,0,Tell me the city which is where Rajesh Khanna is born.,Amritsar is the city where Rajesh Khanna is born.,Amritsar,['Q48403'],,[]
51,0,Which TV film was composed by Michel Legrand?,The Ring was composed by Michel Legrand.,The Ring,"['Q212804', 'Q499031', 'Q4228985']",,[]
52,0,What entity of rock music is the genre of a band whose origin lies in France ?,Indie rock is the entity of rock music that is the genre of a band whose origin lies in France.,indie rock,['Q183504'],,[]
53,0,What is the free software license that is based on GNU General Public License?,GNU Lesser General Public License is a free software license that is based on GNU General Public License.,GNU Lesser General Public License,['Q192897'],,[]
54,0,What learned society is quartered in a city other than Westminster?,The Royal Academy of Arts is a learned society quartered in a city other than Westminster.,Royal Academy of Arts,['Q270920'],,[]
57,0,Tell me the administrative territorial entity that has Beaufort as a capital.,Beaufort County is the administrative territorial entity that has Beaufort as a capital.,Beaufort County,['Q495682'],,[]
58,0,What geographic region is located in Japan?,The Kansai region is located in Japan.,Kansai region,['Q164256'],,[]
61,0,Who is David Beckham's spouse?,Victoria Beckham is David Beckham's spouse.,Victoria Beckham,['Q19810'],,[]
64,0,What liberal arts college is located in the country that has the same form of government as the country where the Airports Authority of India is located?,Scottish Church College is located in the country that has the same form of government as the country where the Airports Authority of India is located.,Scottish Church College,['Q849950'],,[]
66,0,Tell me the symptom that has hypertension as a risk factor.,Hypertension is a risk factor for angina pectoris.,angina pectoris,['Q180762'],,[]
67,0,What class of instruments was used by Stevie Nicks and Dido (the one that has the occupation of singer-songwriter)?,tambourine is an instrument that was used by Stevie Nicks and Dido (the one that has the occupation of singer-songwriter).,tambourine,['Q193666'],,[]
70,0,Which is the higher education institution that is located in Tehran?,The University of Tehran is a higher education institution that is located in Tehran.,University of Tehran,['Q737835'],,[]
77,0,What movie award was won by Nicholas Tse ?,Nicholas Tse won the Hong Kong Film Award for Best New Performer.,Hong Kong Film Award for Best New Performer,['Q5894564'],,[]
83,0,Which record label was formed by Sean Combs and is located in the United States of America?,Bad Boy Records was formed by Sean Combs and is located in the United States of America.,Bad Boy Records,['Q798658'],,[]
85,0,William S. Burroughs was convicted of which crime?,William S. Burroughs was convicted of manslaughter.,manslaughter,['Q3882220'],,[]
88,0,What state of Germany is the location of the industry whose site is in East Prussia?,Saxony is the location of the industry whose site is in East Prussia.,Saxony,"['Q1202', 'Q27916522']",,[]
92,0,I'd like to know the person who produced the film that is a derivative work of Along Came a Spider (which is in English).,David Brown is the person who produced the film that is a derivative work of Along Came a Spider (which is in English).,David Brown,"['Q369175', 'Q5231810', 'Q5231806', 'Q449466', 'Q5231811', 'Q2638952', 'Q5231822', 'Q5231807', 'Q25412997', 'Q5231816']",,[]
95,0,What television series has an original language of English and had Barry Pepper on its cast?,Madison is a television series that has an original language of English and had Barry Pepper on its cast.,Madison,"['Q43788', 'Q4323251', 'Q11765883']",,[]
99,0,Jaya Bhaduri Bachchan studied at the university headquartered in which city?,Jaya Bhaduri Bachchan studied at the university headquartered in Kolkata.,Kolkata,['Q1348'],,[]
102,0,Who is the screenwriter of Quantum of Solace ?,Paul Haggis is the screenwriter of Quantum of Solace.,Paul Haggis,['Q314935'],,[]
103,0,Which person is a member of the Edmonton Oilers and is drafted by the Montreal Canadiens?,Ron Carter is a member of the Edmonton Oilers and was drafted by the Montreal Canadiens.,Ron Carter,"['Q434593', 'Q1622114', 'Q6380147']",,[]
